FL16Y,glon,glat,association,logS
FL16Y J1818.8-120,18.495,1.593,unID,-10.843
FL16Y J1818.9-082,21.672,3.284,unID,-11.044
FL16Y J1819.1-204,10.883,-2.548,unID,-10.985
FL16Y J1819.1+213,49.113,16.482,blazar,-11.454
FL16Y J1819.3-093,20.704,2.660,unID,-11.225
FL16Y J1819.5-153,15.540,-0.184,unID,-10.806
FL16Y J1819.8-292,3.280,-6.739,unID,-11.288
FL16Y J1820.2-130,17.798,0.840,unID,-10.772
FL16Y J1820.3+362,63.906,21.565,blazar,-11.629
FL16Y J1820.4-101,20.316,2.142,other,-11.051
FL16Y J1820.4-160,15.073,-0.660,other,-10.458
FL16Y J1820.4-153,15.625,-0.370,unID,-11.099
FL16Y J1820.4-105,19.645,1.766,unID,-10.970
FL16Y J1820.6-264,5.682,-5.679,unID,-11.399
FL16Y J1820.7-032,26.331,5.237,unID,-11.494
FL16Y J1820.7-321,0.757,-8.231,unID,-11.423
FL16Y J1820.8-282,4.292,-6.461,other,-11.581
FL16Y J1821.0-141,16.756,0.058,other,-10.378
FL16Y J1821.4-151,15.914,-0.493,other,-10.614
FL16Y J1821.5+451,73.133,23.909,unID,-11.816
FL16Y J1821.6-253,6.922,-5.283,blazar,-11.482
FL16Y J1821.6-144,16.508,-0.218,unID,-10.841
FL16Y J1821.9+663,96.534,27.637,unID,-11.814
FL16Y J1822.0-314,1.347,-8.247,unID,-11.649
FL16Y J1822.0+681,98.458,27.757,blazar,-10.994
FL16Y J1822.2+160,44.184,13.564,blazar,-11.338
FL16Y J1822.8-250,7.474,-5.309,unID,-11.495
FL16Y J1822.8-111,19.629,1.091,unID,-10.924
FL16Y J1822.9-471,347.112,-15.094,unID,-11.501
FL16Y J1823.3-134,17.592,-0.110,unID,-10.065
FL16Y J1823.4+120,40.725,11.658,msp,-11.590
FL16Y J1823.5-302,2.788,-7.891,msp,-10.844
FL16Y J1823.6-345,358.672,-9.931,blazar,-10.678
FL16Y J1823.6+685,99.225,27.661,blazar,-11.047
FL16Y J1823.7-354,357.929,-10.333,msp,-11.693
FL16Y J1824.1+565,85.739,26.078,blazar,-10.689
FL16Y J1824.2-234,8.695,-5.033,other,-11.422
FL16Y J1824.2+101,39.089,10.648,msp,-11.215
FL16Y J1824.2-062,24.156,3.095,msp,-10.941
FL16Y J1824.3-371,356.615,-11.077,blazar,-11.490
FL16Y J1824.3-542,340.325,-18.056,unID,-11.452
FL16Y J1824.4-135,17.570,-0.431,other,-9.815
FL16Y J1824.4-323,0.795,-9.092,other,-11.610
FL16Y J1824.4+431,71.134,22.839,blazar,-11.632
FL16Y J1824.5+010,30.853,6.494,blazar,-10.869
FL16Y J1824.5-245,7.792,-5.593,msp,-10.712
FL16Y J1824.6+123,41.244,11.571,unID,-11.559
FL16Y J1824.8-255,6.949,-6.081,unID,-11.219
FL16Y J1824.8+240,52.063,16.247,unID,-11.748
FL16Y J1824.9-405,353.226,-12.788,unID,-12.155
FL16Y J1825.1-523,342.247,-17.458,blazar,-11.073
FL16Y J1825.2+071,36.513,9.117,unID,-11.685
FL16Y J1825.5-244,8.026,-5.713,unID,-11.365
FL16Y J1825.8+120,40.932,11.086,unID,-11.387
FL16Y J1825.9-503,344.097,-16.861,blazar,-11.808
FL16Y J1825.9-282,4.691,-7.512,unID,-11.485
FL16Y J1825.9-561,338.636,-18.929,unID,-11.459
FL16Y J1826.1-315,1.640,-9.068,unID,-11.504
FL16Y J1826.1-125,18.553,-0.375,psr,-9.375
FL16Y J1826.1-292,3.908,-7.954,blazar,-11.386
FL16Y J1826.2-145,16.878,-1.298,other,-9.573
FL16Y J1826.2-145,16.878,-1.298,unID,-10.668
FL16Y J1826.3-120,19.377,0.009,other,-10.519
FL16Y J1826.5+342,62.365,19.729,blazar,-11.693
FL16Y J1827.2+430,71.196,22.321,unID,-11.734
FL16Y J1827.3-412,352.921,-13.418,unID,-11.509
FL16Y J1827.4-144,17.095,-1.509,psr,-10.618
FL16Y J1827.5+114,40.754,10.554,unID,-11.227
FL16Y J1827.6-084,22.363,1.220,msp,-10.544
FL16Y J1827.6+201,48.709,14.151,blazar,-11.856
FL16Y J1827.9-113,19.948,-0.145,other,-10.492
FL16Y J1828.1-131,18.545,-0.929,unID,-11.069
FL16Y J1828.1-325,0.958,-9.880,unID,-11.530
FL16Y J1828.1+263,54.760,16.531,blazar,-11.657
FL16Y J1828.2-402,353.917,-13.168,blazar,-11.750
FL16Y J1828.3-110,20.487,0.041,psr,-10.350
FL16Y J1828.5-592,335.671,-20.309,blazar,-12.079
FL16Y J1828.8+323,60.647,18.599,blazar,-11.527
FL16Y J1828.9-241,8.778,-6.217,blazar,-11.162
FL16Y J1829.0+272,55.750,16.708,blazar,-11.107
FL16Y J1829.1-125,18.905,-1.027,other,-10.817
FL16Y J1829.2-581,336.821,-20.023,blazar,-10.417
FL16Y J1829.2-150,17.070,-2.013,unID,-11.372
FL16Y J1829.4+540,82.861,24.788,blazar,-11.281
FL16Y J1829.4-161,15.998,-2.621,other,-11.536
FL16Y J1829.5-430,351.565,-14.451,unID,-11.769
FL16Y J1829.6-254,7.485,-7.029,unID,-11.505
FL16Y J1829.6+484,77.242,23.490,other,-10.732
FL16Y J1829.7+012,31.651,5.433,unID,-11.148
FL16Y J1829.8-020,28.558,3.807,unID,-10.995
FL16Y J1829.9-151,16.935,-2.273,unID,-11.512
FL16Y J1829.9+395,68.151,20.888,blazar,-11.315
FL16Y J1830.0-522,342.628,-18.104,blazar,-11.813
FL16Y J1830.0-444,350.090,-15.174,blazar,-10.904
FL16Y J1830.0+393,67.783,20.759,blazar,-12.009
FL16Y J1830.0+132,42.617,10.744,blazar,-11.180
FL16Y J1830.0+211,49.907,14.039,unID,-11.801
FL16Y J1830.1+061,36.159,7.583,blazar,-11.065
FL16Y J1830.3-160,16.300,-2.709,other,-11.914
FL16Y J1830.6-094,21.887,0.114,psr,-10.254
FL16Y J1830.7-163,15.862,-3.043,unID,-10.863
FL16Y J1830.7-322,1.674,-10.149,unID,-11.501
FL16Y J1830.8-241,8.979,-6.581,unID,-11.489
FL16Y J1830.8-313,2.423,-9.802,unID,-11.411
FL16Y J1830.9-144,17.471,-2.258,other,-11.027
FL16Y J1830.9-271,6.311,-7.941,blazar,-11.049
FL16Y J1830.9-650,329.941,-22.331,unID,-11.409
FL16Y J1831.1-001,30.421,4.406,unID,-11.365
FL16Y J1831.5-020,28.881,3.501,other,-10.788
FL16Y J1831.7-021,28.618,3.328,unID,-10.901
FL16Y J1831.7-251,8.216,-7.197,unID,-11.513
FL16Y J1832.0+323,60.926,17.980,unID,-12.163
FL16Y J1832.0+382,66.704,19.993,blazar,-11.686
FL16Y J1832.4-091,22.483,-0.055,other,-10.489
FL16Y J1832.4-084,22.970,0.193,unID,-10.722
FL16Y J1832.6-565,338.240,-20.032,blazar,-10.986
FL16Y J1832.8-291,4.651,-9.218,unID,-11.491
FL16Y J1832.8-142,17.951,-2.532,other,-11.544
FL16Y J1832.9-384,355.996,-13.241,msp,-11.547
FL16Y J1833.4+110,40.894,9.004,unID,-11.783
FL16Y J1833.5-103,21.508,-0.872,psr,-10.047
FL16Y J1833.6-210,12.163,-5.704,blazar,-9.460
FL16Y J1834.1-070,24.634,0.585,other,-10.229
FL16Y J1834.2+061,36.562,6.644,unID,-11.369
FL16Y J1834.3+313,60.185,17.186,blazar,-11.170
FL16Y J1834.3-082,23.445,-0.096,unID,-10.519
FL16Y J1834.3-401,354.562,-14.158,unID,-11.519
FL16Y J1834.5-084,23.202,-0.280,other,-9.971
FL16Y J1834.5-585,336.320,-20.916,blazar,-11.409
FL16Y J1834.5-063,25.219,0.758,unID,-11.605
FL16Y J1834.6-072,24.423,0.324,unID,-10.626
FL16Y J1834.8-281,5.742,-9.180,unID,-11.439
FL16Y J1834.8-080,23.885,-0.004,unID,-10.460
FL16Y J1835.2-051,26.374,1.181,unID,-11.269
FL16Y J1835.4-243,9.114,-7.680,unID,-11.272
FL16Y J1835.5+134,43.562,9.719,blazar,-11.410
FL16Y J1835.7-325,1.533,-11.383,msp,-11.192
FL16Y J1836.0-072,24.513,-0.010,unID,-10.702
FL16Y J1836.1+114,41.732,8.668,other,-11.602
FL16Y J1836.2+592,88.878,24.996,psr,-9.208
FL16Y J1836.3+313,60.367,16.785,blazar,-11.314
FL16Y J1836.5-065,25.130,0.158,other,-9.662
FL16Y J1836.6+194,49.215,12.056,blazar,-11.330
FL16Y J1836.8+443,73.374,21.145,unID,-11.945
FL16Y J1836.9-072,24.688,-0.188,other,-10.592
FL16Y J1837.0-234,10.056,-7.642,other,-11.454
FL16Y J1837.1-061,25.802,0.356,unID,-10.944
FL16Y J1837.2+105,41.072,8.057,blazar,-11.305
FL16Y J1837.2+534,82.876,23.601,blazar,-11.491
FL16Y J1837.4-240,9.782,-7.881,unID,-11.413
FL16Y J1837.6-164,16.492,-4.581,blazar,-11.246
FL16Y J1837.7-060,25.994,0.265,psr,-10.550
FL16Y J1837.7-710,323.736,-24.473,blazar,-11.340
FL16Y J1837.9-600,335.408,-21.642,blazar,-11.610
FL16Y J1838.1-062,25.754,0.028,unID,-10.493
FL16Y J1838.2-290,5.319,-10.202,other,-11.372
FL16Y J1838.2-054,26.373,0.319,unID,-10.560
FL16Y J1838.3+383,67.321,18.908,unID,-11.903
FL16Y J1838.3+322,61.301,16.688,unID,-11.515
FL16Y J1838.4-214,12.004,-7.043,other,-11.421
FL16Y J1838.4-602,335.008,-21.821,blazar,-11.705
FL16Y J1838.7-060,26.107,0.057,unID,-10.792
FL16Y J1838.8+480,76.950,21.820,blazar,-10.554
FL16Y J1838.8+573,86.951,24.266,blazar,-11.729
FL16Y J1838.9-345,359.981,-12.793,blazar,-11.222
FL16Y J1838.9-053,26.510,0.204,psr,-9.901
FL16Y J1838.9-070,25.226,-0.465,other,-10.168
FL16Y J1839.0-150,18.121,-4.141,unID,-11.266
FL16Y J1839.1-042,27.670,0.747,other,-11.110
FL16Y J1839.4-055,26.324,-0.027,other,-9.978
FL16Y J1840.0-034,28.333,0.831,other,-10.839
FL16Y J1840.1-041,27.910,0.600,other,-10.854
FL16Y J1840.2+110,41.589,7.473,unID,-11.690
FL16Y J1840.3-113,21.299,-2.877,unID,-11.295
FL16Y J1840.4-304,4.024,-11.335,unID,-11.547
FL16Y J1840.4+545,84.143,23.415,blazar,-11.810
FL16Y J1840.5+370,66.072,17.985,blazar,-11.586
FL16Y J1840.5-170,16.436,-5.397,unID,-11.632
FL16Y J1840.6+611,90.941,24.820,blazar,-11.448
FL16Y J1840.8-045,27.373,0.122,other,-10.116
FL16Y J1840.9-053,26.795,-0.198,other,-9.853
FL16Y J1841.0-554,339.930,-20.732,blazar,-11.563
FL16Y J1841.4+290,58.440,14.845,blazar,-11.277
FL16Y J1841.8+321,61.478,15.976,blazar,-11.435
FL16Y J1842.0+711,101.975,26.332,unID,-11.985
FL16Y J1842.0-073,25.057,-1.420,unID,-11.208
FL16Y J1842.1+761,107.431,26.832,blazar,-11.829
FL16Y J1842.2+273,57.051,14.062,unID,-11.438
FL16Y J1842.4-313,3.434,-12.063,unID,-11.666
FL16Y J1842.4-584,336.943,-21.803,blazar,-11.588
FL16Y J1842.4+680,98.538,25.862,blazar,-11.412
FL16Y J1842.5-030,29.103,0.534,other,-10.812
FL16Y J1842.5+530,82.435,22.679,unID,-11.784
FL16Y J1842.6-040,28.348,0.117,other,-10.488
FL16Y J1843.3-124,20.694,-3.995,unID,-11.226
FL16Y J1843.5-483,347.214,-18.758,other,-11.710
FL16Y J1843.6-221,12.059,-8.344,unID,-11.672
FL16Y J1843.6-111,22.038,-3.398,msp,-10.671
FL16Y J1843.7-032,29.004,0.154,unID,-10.512
FL16Y J1843.9-200,14.054,-7.457,unID,-11.461
FL16Y J1844.4-034,28.798,-0.155,psr,-10.289
FL16Y J1844.4+154,46.309,8.627,blazar,-10.649
FL16Y J1844.5+400,69.276,18.305,blazar,-11.648
FL16Y J1844.6-211,13.217,-8.066,unID,-11.326
FL16Y J1844.7-030,29.385,0.066,other,-10.439
FL16Y J1844.7-095,23.295,-3.066,unID,-11.130
FL16Y J1844.7-324,2.527,-13.016,blazar,-11.673
FL16Y J1844.8+570,86.735,23.397,blazar,-11.312
FL16Y J1844.9+161,46.775,8.737,blazar,-11.060
FL16Y J1844.9+560,85.588,23.107,unID,-11.840
FL16Y J1845.0+020,33.987,2.345,msp,-11.459
FL16Y J1845.7-082,24.725,-2.617,other,-10.968
FL16Y J1845.8-252,9.508,-10.121,unID,-11.072
FL16Y J1845.8-023,30.008,0.057,unID,-10.578
FL16Y J1846.0+050,36.887,3.533,unID,-11.415
FL16Y J1846.1-610,334.666,-22.891,unID,-11.889
FL16Y J1846.4-025,29.712,-0.238,psr,-10.815
FL16Y J1846.4+092,40.698,5.350,psr,-10.451
FL16Y J1846.5+773,108.923,26.697,unID,-12.080
FL16Y J1846.7+723,103.507,26.144,blazar,-11.827
FL16Y J1846.9-062,26.708,-1.924,unID,-11.361
FL16Y J1846.9-020,30.582,0.044,unID,-10.682
FL16Y J1847.0-014,30.924,0.198,unID,-10.547
FL16Y J1847.1-022,30.220,-0.177,other,-10.488
FL16Y J1847.5-343,1.126,-14.238,unID,-11.739
FL16Y J1847.7+354,65.245,16.133,unID,-11.971
FL16Y J1847.7-294,5.582,-12.379,unID,-11.652
FL16Y J1847.8-012,31.237,0.151,unID,-10.656
FL16Y J1847.9+521,81.790,21.658,blazar,-11.666
FL16Y J1848.0-423,353.495,-17.355,blazar,-11.427
FL16Y J1848.0-130,20.827,-5.220,unID,-11.434
FL16Y J1848.2-014,30.989,-0.100,unID,-10.695
FL16Y J1848.2-001,32.344,0.591,unID,-10.923
FL16Y J1848.4+321,62.040,14.691,blazar,-10.823
FL16Y J1848.5-120,21.769,-4.869,unID,-11.358
FL16Y J1848.5+653,95.885,24.831,blazar,-11.783
FL16Y J1848.5-630,332.511,-23.685,unID,-12.044
FL16Y J1848.5-271,8.091,-11.449,blazar,-11.321
FL16Y J1848.6+324,62.466,14.819,blazar,-10.777
FL16Y J1848.6+065,38.790,3.767,unID,-11.032
FL16Y J1848.8-012,31.303,-0.100,other,-10.420
FL16Y J1848.8-020,30.740,-0.407,other,-10.583
FL16Y J1848.8+424,72.234,18.479,blazar,-11.658
FL16Y J1849.1-182,16.167,-7.792,unID,-11.475
FL16Y J1849.1-065,26.550,-2.629,unID,-11.351
FL16Y J1849.2-164,17.665,-7.094,blazar,-11.216
FL16Y J1849.2+210,51.662,9.900,unID,-11.598
FL16Y J1849.2+670,97.490,25.040,blazar,-10.515
FL16Y J1849.3-223,12.434,-9.633,unID,-11.753
FL16Y J1849.3-644,330.733,-24.156,blazar,-11.787
FL16Y J1849.3-431,352.879,-17.850,blazar,-10.882
FL16Y J1849.4+274,57.838,12.669,blazar,-11.438
FL16Y J1849.4-005,31.862,0.015,other,-10.221
FL16Y J1849.5-011,31.543,-0.187,unID,-10.644
FL16Y J1850.1-075,25.679,-3.339,blazar,-11.145
FL16Y J1850.3+263,56.807,11.973,blazar,-11.611
FL16Y J1850.5-002,32.451,-0.005,other,-10.536
FL16Y J1850.5-312,4.306,-13.596,unID,-11.557
FL16Y J1850.7-110,22.902,-4.897,unID,-11.404
FL16Y J1851.1+155,47.174,7.260,unID,-11.820
FL16Y J1851.4-324,3.214,-14.250,unID,-11.705
FL16Y J1851.6+071,39.470,3.290,unID,-11.207
FL16Y J1851.7+340,64.059,14.757,blazar,-11.644
FL16Y J1851.9-152,19.233,-7.067,unID,-11.526
FL16Y J1852.3-130,21.276,-6.156,msp,-11.427
FL16Y J1852.4+003,33.602,0.073,other,-10.051
FL16Y J1852.4+485,78.601,19.949,blazar,-11.007
FL16Y J1852.7-124,21.733,-6.027,unID,-11.528
FL16Y J1852.7+020,34.917,0.655,unID,-10.709
FL16Y J1852.8-120,22.363,-5.741,unID,-11.405
FL16Y J1853.0-095,24.202,-4.896,unID,-11.318
FL16Y J1853.3-000,33.076,-0.455,psr,-11.035
FL16Y J1853.5-062,27.513,-3.358,unID,-11.386
FL16Y J1853.5-245,10.733,-11.492,unID,-11.242
FL16Y J1853.6-160,18.784,-7.725,unID,-11.378
FL16Y J1854.0-104,23.642,-5.448,unID,-11.487
FL16Y J1854.0+671,97.768,24.616,blazar,-11.952
FL16Y J1854.3+204,51.933,8.707,unID,-12.333
FL16Y J1854.3-364,359.606,-16.363,unID,-11.809
FL16Y J1854.5+015,35.051,0.218,unID,-10.836
FL16Y J1854.6+014,34.834,0.061,unID,-10.573
FL16Y J1854.7-071,26.779,-4.054,unID,-11.218
FL16Y J1854.7-600,335.878,-23.690,blazar,-11.709
FL16Y J1854.9-090,25.295,-4.858,unID,-11.352
FL16Y J1854.9+405,70.816,16.746,unID,-11.939
FL16Y J1855.0-224,12.857,-10.907,other,-11.546
FL16Y J1855.2-302,5.667,-14.096,other,-11.520
FL16Y J1855.2-080,26.209,-4.493,msp,-11.563
FL16Y J1855.2+045,37.779,1.403,unID,-10.580
FL16Y J1855.4-360,0.241,-16.335,unID,-11.673
FL16Y J1855.4+075,40.450,2.712,unID,-10.739
FL16Y J1855.7+734,104.913,25.674,blazar,-11.368
FL16Y J1855.7+022,35.568,0.136,other,-10.531
FL16Y J1855.8+014,35.037,-0.156,unID,-10.600
FL16Y J1855.9-202,15.032,-10.118,blazar,-11.441
FL16Y J1855.9+012,34.653,-0.388,other,-9.336
FL16Y J1855.9-143,20.383,-7.579,msp,-11.231
FL16Y J1856.1-122,22.412,-6.630,unID,-11.183
FL16Y J1856.4+012,34.750,-0.473,other,-10.087
FL16Y J1856.4-011,32.390,-1.687,unID,-10.980
FL16Y J1856.5+173,49.255,6.833,unID,-11.310
FL16Y J1857.0+075,40.636,2.369,unID,-10.905
FL16Y J1857.1+010,34.520,-0.801,unID,-10.394
FL16Y J1857.4+094,42.252,3.084,msp,-11.041
FL16Y J1857.5+014,35.168,-0.571,psr,-10.615
FL16Y J1857.7+354,66.064,14.256,blazar,-11.800
FL16Y J1857.7+024,36.125,-0.148,other,-9.927
FL16Y J1857.8-322,4.051,-15.367,unID,-11.541
FL16Y J1857.8+021,35.629,-0.429,other,-10.385
FL16Y J1858.0-104,24.009,-6.352,unID,-11.416
FL16Y J1858.1-182,17.168,-9.697,blazar,-11.720
FL16Y J1858.1+035,37.211,0.299,unID,-10.413
FL16Y J1858.2-131,21.789,-7.500,unID,-11.295
FL16Y J1858.2-542,342.071,-22.713,msp,-11.341
FL16Y J1858.2+432,73.500,17.103,blazar,-11.437
FL16Y J1858.2-221,13.577,-11.393,msp,-10.946
FL16Y J1858.3+731,104.385,25.407,blazar,-11.782
FL16Y J1858.3-251,10.885,-12.614,blazar,-10.921
FL16Y J1858.4+195,51.499,7.438,other,-11.675
FL16Y J1858.5+064,39.685,1.466,blazar,-10.817
FL16Y J1858.7-444,351.985,-19.938,unID,-11.634
FL16Y J1858.9+570,87.255,21.544,blazar,-11.605
FL16Y J1858.9+363,66.992,14.386,unID,-11.746
FL16Y J1859.0-074,26.857,-5.215,unID,-11.564
FL16Y J1859.0+233,54.856,8.899,blazar,-11.448
FL16Y J1859.2-070,27.445,-4.973,unID,-11.415
FL16Y J1859.2+004,34.507,-1.389,unID,-11.263
FL16Y J1859.3+005,34.683,-1.315,unID,-10.898
FL16Y J1859.8+041,37.619,0.033,unID,-10.561
FL16Y J1900.3-493,347.057,-21.720,unID,-11.612
FL16Y J1900.4+033,37.224,-0.339,unID,-10.477
FL16Y J1900.5+011,35.012,-1.480,other,-10.881
FL16Y J1900.5-530,343.541,-22.690,unID,-11.798
FL16Y J1900.8+053,39.045,0.488,unID,-10.605
FL16Y J1901.0+620,92.538,22.684,blazar,-11.753
FL16Y J1901.1-173,18.154,-10.021,blazar,-11.479
FL16Y J1901.1+072,40.695,1.259,unID,-10.759
FL16Y J1901.5-012,32.804,-2.897,msp,-10.674
FL16Y J1901.5-111,24.057,-7.302,unID,-11.196
FL16Y J1901.6-220,14.063,-12.021,unID,-11.851
FL16Y J1901.6-031,31.152,-3.786,unID,-11.586
FL16Y J1901.6-513,345.056,-22.478,blazar,-11.723
FL16Y J1901.7+044,38.274,-0.142,unID,-10.450
FL16Y J1901.8-071,27.596,-5.613,unID,-11.314
FL16Y J1901.8-463,350.235,-21.057,unID,-11.896
FL16Y J1902.0-510,345.657,-22.377,msp,-10.628
FL16Y J1902.1-342,2.443,-16.980,unID,-11.673
FL16Y J1902.4-062,28.401,-5.383,blazar,-11.478
FL16Y J1902.5+065,40.335,0.692,unID,-10.728
FL16Y J1902.5+045,38.549,-0.248,unID,-10.828
FL16Y J1902.7+145,47.454,4.261,other,-11.419
FL16Y J1902.8-674,327.744,-26.042,blazar,-10.639
FL16Y J1902.9+320,63.033,11.764,blazar,-10.949
FL16Y J1903.0-090,26.197,-6.651,unID,-11.273
FL16Y J1903.1-323,4.220,-16.509,unID,-11.575
FL16Y J1903.2+554,85.967,20.536,blazar,-10.384
FL16Y J1903.4-035,30.759,-4.487,unID,-11.357
FL16Y J1903.5-705,324.371,-26.501,msp,-11.265
FL16Y J1903.6-390,357.978,-18.915,unID,-11.702
FL16Y J1903.8+052,39.241,-0.251,other,-10.555
FL16Y J1904.0-592,336.884,-24.685,unID,-11.658
FL16Y J1904.1+531,83.560,19.623,unID,-11.891
FL16Y J1904.1+005,35.149,-2.449,unID,-11.435
FL16Y J1904.2-112,24.134,-7.990,msp,-11.433
FL16Y J1904.2+362,67.295,13.351,blazar,-11.310
FL16Y J1904.6-410,356.085,-19.747,unID,-11.518
FL16Y J1904.6+060,39.916,-0.114,unID,-10.574
FL16Y J1904.6-271,9.526,-14.745,unID,-11.398
FL16Y J1904.8-070,28.069,-6.212,unID,-10.832
FL16Y J1905.1-511,345.552,-22.909,unID,-11.554
FL16Y J1905.4-194,16.707,-11.826,unID,-12.031
FL16Y J1905.9+494,80.171,18.146,unID,-11.572
FL16Y J1906.1-171,18.980,-10.952,unID,-11.622
FL16Y J1906.1+165,49.604,4.440,unID,-11.565
FL16Y J1906.3-175,18.421,-11.277,msp,-11.535
FL16Y J1906.4-200,16.488,-12.164,unID,-11.665
FL16Y J1906.4+072,41.221,0.048,psr,-10.057
FL16Y J1906.6+541,84.766,19.628,blazar,-11.736
FL16Y J1906.9+071,41.125,-0.150,unID,-10.288
FL16Y J1907.2+012,36.027,-2.857,blazar,-11.202
FL16Y J1907.3+355,67.072,12.571,unID,-11.654
FL16Y J1907.5-123,23.515,-9.203,blazar,-11.407
FL16Y J1907.7-041,31.030,-5.547,unID,-11.230
FL16Y J1907.9+070,41.084,-0.425,other,-10.699
FL16Y J1907.9+060,40.183,-0.897,psr,-9.523
FL16Y J1908.0+232,55.625,6.971,unID,-11.332
FL16Y J1908.4-294,7.390,-16.499,blazar,-11.337
FL16Y J1908.6+091,43.125,0.430,other,-10.568
FL16Y J1908.6+081,42.186,-0.068,unID,-10.427
FL16Y J1908.8-013,33.540,-4.572,unID,-10.923
FL16Y J1908.9+210,53.688,5.767,msp,-11.264
FL16Y J1909.0-252,11.667,-14.908,blazar,-11.566
FL16Y J1909.0-702,324.855,-26.911,unID,-11.999
FL16Y J1909.2+464,77.458,16.535,unID,-11.642
FL16Y J1909.5+350,66.558,11.837,blazar,-11.861
FL16Y J1909.7-213,15.283,-13.546,blazar,-11.330
FL16Y J1909.7-374,359.731,-19.596,msp,-11.544
FL16Y J1909.8+102,44.300,0.716,unID,-11.140
FL16Y J1909.9-275,9.294,-16.099,unID,-11.494
FL16Y J1910.0-470,350.284,-22.511,unID,-11.703
FL16Y J1910.2+090,43.129,-0.004,unID,-10.531
FL16Y J1910.4-060,29.597,-7.021,unID,-11.384
FL16Y J1910.7-532,343.657,-24.239,msp,-11.483
FL16Y J1910.8+285,60.967,8.900,blazar,-11.486
FL16Y J1910.9+630,93.785,21.842,unID,-11.728
FL16Y J1910.9-595,336.483,-25.641,other,-11.417
FL16Y J1911.0+090,43.249,-0.168,other,-9.860
FL16Y J1911.1-200,16.881,-13.223,blazar,-10.359
FL16Y J1911.2-322,5.157,-18.002,unID,-11.691
FL16Y J1911.4-485,348.351,-23.249,unID,-11.742
FL16Y J1911.4-190,17.810,-12.885,blazar,-11.220
FL16Y J1911.5+031,38.062,-3.020,blazar,-11.534
FL16Y J1911.6+090,43.297,-0.322,unID,-10.862
FL16Y J1911.7+092,43.595,-0.183,unID,-10.754
FL16Y J1911.7+160,49.611,2.932,blazar,-11.178
FL16Y J1911.8+144,48.377,2.266,unID,-11.573
FL16Y J1912.0+050,39.852,-2.215,other,-10.995
FL16Y J1912.0-205,16.174,-13.765,blazar,-11.785
FL16Y J1912.0-080,28.056,-8.237,blazar,-10.806
FL16Y J1912.2+362,67.957,11.885,unID,-11.704
FL16Y J1912.4-122,24.177,-10.203,blazar,-10.909
FL16Y J1912.4+373,69.119,12.359,blazar,-11.480
FL16Y J1912.5+132,47.186,1.460,unID,-10.822
FL16Y J1912.6+100,44.248,-0.107,unID,-10.507
FL16Y J1912.7+461,77.205,15.781,unID,-11.513
FL16Y J1912.7-125,23.771,-10.491,blazar,-11.350
FL16Y J1912.9-800,314.004,-27.614,blazar,-10.816
FL16Y J1913.3-362,1.222,-19.838,blazar,-10.950
FL16Y J1913.3+234,56.514,6.055,unID,-11.759
FL16Y J1913.3+090,43.512,-0.688,psr,-10.692
FL16Y J1913.4-152,21.448,-11.746,unID,-11.533
FL16Y J1913.4-092,27.003,-9.127,unID,-11.436
FL16Y J1913.5+102,44.648,-0.131,psr,-10.702
FL16Y J1913.9+443,75.811,14.972,blazar,-11.263
FL16Y J1914.3+262,58.992,7.071,unID,-11.455
FL16Y J1914.4+110,45.404,0.012,other,-10.668
FL16Y J1914.4+100,44.583,-0.434,unID,-10.827
FL16Y J1914.6-115,24.793,-10.520,unID,-11.258
FL16Y J1915.1+114,46.148,0.191,blazar,-10.662
FL16Y J1915.3-132,23.532,-11.296,unID,-12.341
FL16Y J1915.7-560,340.884,-25.523,blazar,-11.700
FL16Y J1915.8-084,27.812,-9.396,unID,-11.740
FL16Y J1916.3+111,45.698,-0.376,other,-10.579
FL16Y J1916.5-151,21.903,-12.373,blazar,-11.299
FL16Y J1916.6-692,326.074,-27.473,blazar,-11.350
FL16Y J1916.8-302,7.511,-18.406,unID,-11.144
FL16Y J1916.8+420,73.555,13.425,blazar,-11.743
FL16Y J1917.1+224,56.106,4.863,other,-11.527
FL16Y J1917.5-320,5.960,-19.131,unID,-11.516
FL16Y J1917.7-644,331.426,-27.117,blazar,-11.924
FL16Y J1917.7-192,18.237,-14.323,blazar,-10.444
FL16Y J1918.0+121,46.817,-0.249,other,-10.639
FL16Y J1918.0+033,39.107,-4.304,blazar,-11.402
FL16Y J1918.1+375,69.821,11.430,blazar,-11.498
FL16Y J1918.2-411,356.779,-22.240,blazar,-10.627
FL16Y J1919.0+235,57.277,4.975,unID,-11.429
FL16Y J1919.8-454,352.040,-23.812,blazar,-11.399
FL16Y J1920.0+131,47.989,-0.162,unID,-10.640
FL16Y J1920.0+140,48.630,0.164,unID,-10.643
FL16Y J1920.1-262,11.790,-17.568,unID,-11.425
FL16Y J1920.4+055,41.445,-3.740,unID,-11.045
FL16Y J1920.9+260,59.391,5.610,unID,-11.593
FL16Y J1920.9+041,40.137,-4.575,other,-11.353
FL16Y J1921.1+141,48.983,0.061,unID,-10.789
FL16Y J1921.2+192,53.608,2.477,msp,-11.388
FL16Y J1921.3-123,24.988,-12.242,blazar,-10.938
FL16Y J1921.4+013,37.811,-5.922,msp,-10.970
FL16Y J1921.8-160,21.694,-13.876,blazar,-10.869
FL16Y J1922.0+581,89.520,19.012,blazar,-12.035
FL16Y J1922.2+231,57.052,4.038,blazar,-11.166
