FL16Y,glon,glat,association,logS
FL16Y J0142.8+664,127.974,4.458,unID,-11.338
FL16Y J0143.1-362,256.248,-75.654,blazar,-11.068
FL16Y J0143.3-320,239.468,-77.709,blazar,-11.576
FL16Y J0143.4+073,144.726,-53.066,unID,-12.006
FL16Y J0143.7-584,290.463,-57.075,blazar,-10.973
FL16Y J0143.7+494,131.528,-12.187,unID,-11.951
FL16Y J0144.2+553,130.374,-6.442,unID,-11.715
FL16Y J0144.5+270,137.275,-34.301,blazar,-10.290
FL16Y J0144.9-273,218.009,-78.105,blazar,-11.176
FL16Y J0145.8+232,138.790,-37.842,blazar,-11.570
FL16Y J0145.9-674,295.199,-48.525,blazar,-11.437
FL16Y J0146.4+460,132.785,-15.709,blazar,-11.528
FL16Y J0146.9-520,283.999,-62.988,blazar,-11.586
FL16Y J0147.6+154,142.212,-44.966,blazar,-11.781
FL16Y J0147.6-602,290.788,-55.311,blazar,-12.082
FL16Y J0147.7-082,161.031,-67.061,blazar,-11.469
FL16Y J0148.3+520,131.753,-9.859,blazar,-11.220
FL16Y J0148.6+012,150.937,-58.267,blazar,-11.652
FL16Y J0149.9+264,138.746,-34.264,blazar,-11.770
FL16Y J0150.2+860,124.028,23.283,blazar,-11.248
FL16Y J0150.6+484,132.860,-12.895,unID,-12.024
FL16Y J0150.6-333,243.594,-75.675,blazar,-11.980
FL16Y J0150.7-544,285.644,-60.270,blazar,-11.864
FL16Y J0150.7-683,294.948,-47.643,unID,-12.231
FL16Y J0150.8+123,144.824,-47.810,unID,-11.920
FL16Y J0151.1+054,148.878,-54.167,blazar,-11.580
FL16Y J0151.4-360,251.795,-74.412,blazar,-11.507
FL16Y J0151.8+545,131.602,-6.924,blazar,-11.596
FL16Y J0152.3+220,141.077,-38.604,blazar,-11.238
FL16Y J0152.3+371,136.171,-24.036,blazar,-11.694
FL16Y J0152.5-140,173.544,-70.701,blazar,-11.787
FL16Y J0152.6-501,280.146,-64.146,unID,-11.942
FL16Y J0152.6+014,152.379,-57.549,blazar,-11.090
FL16Y J0152.9-110,168.054,-68.443,blazar,-11.969
FL16Y J0153.1+751,126.905,12.893,blazar,-11.311
FL16Y J0153.2-184,185.636,-73.496,other,-11.991
FL16Y J0153.3+541,131.971,-7.498,unID,-11.777
FL16Y J0153.4+711,127.927,8.975,other,-11.591
FL16Y J0154.0+082,148.229,-51.367,blazar,-10.922
FL16Y J0154.1-023,157.051,-61.220,blazar,-11.660
FL16Y J0154.5-660,293.087,-49.822,blazar,-11.245
FL16Y J0155.0+443,134.696,-16.846,blazar,-11.446
FL16Y J0155.0+474,133.875,-13.804,blazar,-11.881
FL16Y J0155.2+291,139.258,-31.510,unID,-11.821
FL16Y J0155.4+664,129.212,4.630,unID,-11.410
FL16Y J0155.7-062,162.186,-64.196,blazar,-11.962
FL16Y J0156.0+150,145.263,-44.991,blazar,-12.132
FL16Y J0156.3-241,205.699,-75.132,blazar,-11.604
FL16Y J0156.4+391,136.435,-21.903,blazar,-11.349
FL16Y J0156.4-175,184.907,-72.436,blazar,-11.827
FL16Y J0156.7-474,275.511,-65.767,blazar,-11.314
FL16Y J0156.9-530,282.200,-61.375,blazar,-11.233
FL16Y J0157.0-323,237.940,-74.785,blazar,-12.133
FL16Y J0157.0+464,134.452,-14.586,blazar,-11.884
FL16Y J0157.6+381,136.954,-22.736,unID,-11.879
FL16Y J0157.6-461,272.904,-66.817,blazar,-11.330
FL16Y J0157.7+101,148.465,-49.347,unID,-11.817
FL16Y J0158.2+251,141.483,-35.184,blazar,-12.253
FL16Y J0158.4+605,130.977,-0.858,unID,-11.313
FL16Y J0158.4-500,278.229,-63.715,blazar,-11.415
FL16Y J0158.5-393,258.847,-71.334,blazar,-11.191
FL16Y J0158.6+054,151.685,-53.277,unID,-12.113
FL16Y J0158.8-425,266.344,-69.130,unID,-11.962
FL16Y J0158.8+010,155.600,-57.494,blazar,-11.530
FL16Y J0159.1+331,138.877,-27.565,unID,-11.706
FL16Y J0159.1+125,147.377,-46.718,unID,-11.580
FL16Y J0159.1+704,128.525,8.537,blazar,-11.956
FL16Y J0159.5-305,231.090,-74.668,unID,-12.049
FL16Y J0159.5+104,148.742,-48.649,blazar,-10.923
FL16Y J0159.7-274,219.002,-74.846,blazar,-11.291
FL16Y J0159.8-223,200.384,-73.843,unID,-11.996
FL16Y J0200.3-410,262.105,-70.073,blazar,-11.654
FL16Y J0201.0-663,292.508,-49.059,blazar,-11.357
FL16Y J0201.0+003,156.896,-57.624,blazar,-11.757
FL16Y J0201.1-434,267.297,-68.202,blazar,-12.156
FL16Y J0201.3-121,174.258,-67.924,unID,-11.974
FL16Y J0201.6+025,154.997,-55.447,unID,-11.759
FL16Y J0202.1+115,148.992,-47.413,unID,-11.708
FL16Y J0202.1+394,137.453,-21.175,blazar,-11.628
FL16Y J0202.3-353,246.384,-72.729,unID,-12.245
FL16Y J0202.4-060,164.788,-62.981,blazar,-11.845
FL16Y J0202.4+084,150.994,-50.144,blazar,-11.632
FL16Y J0202.4+294,140.870,-30.658,unID,-11.798
FL16Y J0202.7+313,140.267,-28.905,unID,-12.015
FL16Y J0202.7+420,136.830,-18.849,blazar,-11.529
FL16Y J0202.7+811,125.728,18.851,unID,-11.823
FL16Y J0202.9-024,161.106,-60.276,unID,-11.417
FL16Y J0203.0-022,160.745,-59.924,blazar,-11.910
FL16Y J0203.3-250,209.873,-73.745,unID,-11.996
FL16Y J0203.7+304,140.800,-29.636,blazar,-10.830
FL16Y J0203.7+723,128.360,10.443,blazar,-11.268
FL16Y J0203.7+541,133.472,-7.160,blazar,-11.859
FL16Y J0204.2-333,239.676,-73.062,blazar,-11.914
FL16Y J0204.3-314,233.344,-73.510,blazar,-11.870
FL16Y J0204.3+241,143.483,-35.665,blazar,-11.931
FL16Y J0204.6-191,191.487,-71.424,unID,-11.809
FL16Y J0204.8+665,130.052,5.052,unID,-11.211
FL16Y J0204.8+151,147.945,-44.036,blazar,-10.881
FL16Y J0204.9-170,185.971,-70.241,blazar,-10.585
FL16Y J0204.9+144,148.260,-44.519,blazar,-11.798
FL16Y J0205.2+321,140.610,-28.128,blazar,-10.868
FL16Y J0205.6+644,130.718,3.084,other,-10.891
FL16Y J0205.6+644,130.726,3.082,psr,-10.288
FL16Y J0206.1-095,172.193,-65.410,blazar,-12.020
FL16Y J0206.4-115,175.618,-66.706,blazar,-11.086
FL16Y J0206.6+382,138.722,-22.061,blazar,-11.886
FL16Y J0206.7-574,284.757,-56.576,blazar,-11.622
FL16Y J0207.0-183,190.629,-70.614,unID,-11.922
FL16Y J0207.3-385,254.537,-70.246,blazar,-11.588
FL16Y J0207.5-240,206.978,-72.584,blazar,-11.144
FL16Y J0207.5-104,174.257,-65.770,blazar,-11.828
FL16Y J0207.9+095,152.165,-48.614,blazar,-11.827
FL16Y J0208.0-683,292.862,-46.941,blazar,-11.497
FL16Y J0208.0+220,145.447,-37.440,blazar,-11.631
FL16Y J0208.4-004,161.200,-57.820,blazar,-11.551
FL16Y J0208.6+352,140.217,-24.873,blazar,-11.556
FL16Y J0209.2+535,134.314,-7.152,unID,-11.954
FL16Y J0209.3-522,278.363,-60.765,blazar,-10.581
FL16Y J0209.3+444,137.167,-15.880,blazar,-11.466
FL16Y J0209.9+251,144.485,-34.276,blazar,-11.813
FL16Y J0210.0+263,143.933,-33.015,unID,-11.655
FL16Y J0210.0+722,128.840,10.531,blazar,-11.435
FL16Y J0210.3-144,182.927,-67.869,blazar,-11.841
FL16Y J0210.7-510,276.104,-61.779,blazar,-10.055
FL16Y J0211.2-064,169.474,-62.182,blazar,-11.797
FL16Y J0211.2+105,152.584,-47.366,blazar,-10.236
FL16Y J0211.6+621,132.105,0.845,unID,-11.130
FL16Y J0212.0-255,213.870,-71.946,blazar,-11.731
FL16Y J0212.2+532,134.928,-7.622,other,-10.830
FL16Y J0212.2-022,164.332,-58.565,blazar,-11.318
FL16Y J0212.2-833,300.279,-33.151,unID,-12.069
FL16Y J0212.4-350,242.504,-70.986,blazar,-11.534
FL16Y J0212.8-271,218.161,-71.917,blazar,-11.638
FL16Y J0212.9+224,146.444,-36.371,blazar,-11.311
FL16Y J0213.1-050,167.998,-60.588,blazar,-11.925
FL16Y J0213.8-702,293.305,-45.134,blazar,-11.551
FL16Y J0213.9-695,292.933,-45.652,blazar,-11.892
FL16Y J0214.2-473,270.048,-63.943,blazar,-11.838
FL16Y J0214.4+514,135.762,-9.045,blazar,-11.209
FL16Y J0214.4-582,283.753,-55.561,blazar,-12.068
FL16Y J0214.4-614,286.909,-52.660,blazar,-11.753
FL16Y J0214.6-433,262.771,-66.502,blazar,-12.181
FL16Y J0214.8-371,248.177,-69.707,unID,-11.665
FL16Y J0215.1-161,188.113,-67.797,blazar,-11.966
FL16Y J0215.2-532,278.210,-59.434,unID,-11.999
FL16Y J0215.4+755,128.083,13.897,blazar,-11.731
FL16Y J0215.9+052,158.241,-51.619,blazar,-11.846
FL16Y J0216.0+025,160.327,-53.622,blazar,-11.478
FL16Y J0216.6-101,176.961,-63.796,blazar,-11.254
FL16Y J0216.6+231,147.171,-35.586,blazar,-11.555
FL16Y J0216.8-663,290.357,-48.385,blazar,-11.178
FL16Y J0216.9+051,158.760,-51.645,blazar,-11.674
FL16Y J0217.0-082,174.084,-62.373,blazar,-11.319
FL16Y J0217.2+083,156.118,-48.642,blazar,-10.630
FL16Y J0217.4+735,128.913,11.990,blazar,-10.860
FL16Y J0217.8+014,162.154,-54.419,blazar,-10.444
FL16Y J0218.1+423,139.513,-17.512,msp,-10.310
FL16Y J0218.6-230,206.273,-69.877,blazar,-11.336
FL16Y J0218.7+264,146.050,-32.245,blazar,-12.219
FL16Y J0219.0+364,141.873,-22.929,blazar,-11.122
FL16Y J0219.0+244,147.039,-33.988,blazar,-11.418
FL16Y J0219.1-172,191.809,-67.552,blazar,-11.449
FL16Y J0219.5+072,157.786,-49.403,blazar,-11.705
FL16Y J0220.0-300,226.649,-70.373,unID,-12.074
FL16Y J0220.1+115,154.679,-45.424,unID,-12.116
FL16Y J0220.5+324,143.778,-26.458,blazar,-11.411
FL16Y J0220.8-084,176.008,-61.950,blazar,-11.948
FL16Y J0221.1+355,142.607,-23.484,blazar,-10.147
FL16Y J0221.2-131,183.830,-64.812,blazar,-11.833
FL16Y J0221.4+624,133.048,1.599,other,-10.535
FL16Y J0221.4+251,147.415,-33.314,blazar,-11.831
FL16Y J0221.9-161,190.188,-66.389,blazar,-11.003
FL16Y J0222.0+372,142.172,-21.990,blazar,-11.763
FL16Y J0222.4+615,133.419,0.936,other,-9.940
FL16Y J0222.5+501,137.486,-9.993,unID,-11.654
FL16Y J0222.6+430,140.149,-16.764,blazar,-9.924
FL16Y J0222.9+682,131.238,6.975,blazar,-11.296
FL16Y J0223.1-111,181.068,-63.264,blazar,-11.561
FL16Y J0223.3-344,239.705,-68.942,blazar,-11.766
FL16Y J0223.5+541,136.215,-6.223,blazar,-11.795
FL16Y J0223.5+391,141.780,-20.272,blazar,-11.439
FL16Y J0223.5-092,178.153,-61.970,blazar,-11.593
FL16Y J0223.6-165,192.108,-66.378,blazar,-11.371
FL16Y J0224.0-185,196.575,-67.174,blazar,-11.833
FL16Y J0224.2+161,153.064,-41.121,blazar,-11.627
FL16Y J0224.3-794,297.889,-36.524,blazar,-11.529
FL16Y J0224.4+070,159.688,-49.106,blazar,-11.362
FL16Y J0224.7+180,152.099,-39.458,unID,-11.499
FL16Y J0225.1-260,215.409,-69.052,blazar,-11.180
FL16Y J0225.4-450,262.820,-64.067,blazar,-11.676
FL16Y J0225.4-561,279.423,-56.311,blazar,-12.080
FL16Y J0225.4-552,278.429,-56.954,unID,-11.919
FL16Y J0225.7+131,155.507,-43.640,blazar,-11.546
FL16Y J0226.3-184,196.997,-66.656,blazar,-11.843
FL16Y J0226.3+774,128.008,15.868,unID,-11.955
FL16Y J0226.6+093,158.308,-46.593,blazar,-11.572
FL16Y J0226.6+231,149.743,-34.665,blazar,-11.637
FL16Y J0226.6-444,261.843,-64.105,blazar,-11.456
FL16Y J0226.7-055,174.086,-58.949,blazar,-11.559
FL16Y J0226.8+293,146.631,-28.901,unID,-11.485
FL16Y J0227.1-173,194.719,-66.001,blazar,-11.667
FL16Y J0227.2+020,165.100,-52.810,blazar,-11.214
FL16Y J0227.3+393,142.360,-19.661,blazar,-11.476
FL16Y J0227.6-611,284.320,-52.188,blazar,-11.846
FL16Y J0227.8-302,227.574,-68.665,blazar,-11.387
FL16Y J0227.9+224,150.296,-34.926,blazar,-11.482
FL16Y J0228.1-310,229.190,-68.560,blazar,-11.812
FL16Y J0228.2+612,134.220,0.747,unID,-11.640
FL16Y J0228.3+820,126.347,19.933,blazar,-11.681
FL16Y J0228.3-554,278.240,-56.463,blazar,-10.468
FL16Y J0228.4-223,206.525,-67.559,blazar,-11.950
FL16Y J0228.6+672,132.107,6.232,blazar,-10.983
FL16Y J0229.0-540,275.988,-57.643,blazar,-12.237
FL16Y J0229.5-364,243.934,-67.162,blazar,-10.986
FL16Y J0230.2-523,273.852,-58.557,blazar,-11.859
FL16Y J0230.2+171,154.126,-39.584,unID,-11.523
FL16Y J0230.8+403,142.605,-18.496,blazar,-10.929
FL16Y J0230.9+065,161.843,-48.301,blazar,-11.800
FL16Y J0231.2-575,280.194,-54.585,blazar,-11.439
FL16Y J0231.2-474,266.297,-61.641,blazar,-10.910
FL16Y J0231.2+350,145.019,-23.424,unID,-12.055
FL16Y J0231.8+132,157.139,-42.738,blazar,-11.155
FL16Y J0232.3-394,250.431,-65.604,blazar,-12.035
FL16Y J0232.6-112,184.239,-61.476,blazar,-11.809
FL16Y J0232.7+201,152.927,-36.601,blazar,-11.409
FL16Y J0232.9+260,149.715,-31.399,blazar,-11.670
FL16Y J0233.0+373,144.252,-20.963,blazar,-11.807
FL16Y J0233.5+065,162.618,-47.923,blazar,-11.399
FL16Y J0233.7+062,163.077,-48.292,unID,-11.592
FL16Y J0233.8-242,211.951,-66.820,unID,-12.279
FL16Y J0234.2-062,177.386,-58.029,blazar,-11.667
FL16Y J0234.3+212,152.645,-35.415,unID,-11.903
FL16Y J0234.4+804,127.170,18.715,blazar,-11.893
FL16Y J0235.4+565,136.826,-3.193,unID,-11.089
FL16Y J0235.5-293,225.405,-67.013,blazar,-11.681
FL16Y J0236.7-613,283.225,-51.294,blazar,-11.037
FL16Y J0237.0-071,179.361,-58.020,blazar,-12.074
FL16Y J0237.4+200,154.290,-36.332,blazar,-11.712
FL16Y J0237.6+020,168.357,-51.170,other,-11.815
FL16Y J0237.6-360,241.139,-65.785,blazar,-11.520
FL16Y J0237.7+091,161.844,-45.358,blazar,-11.487
FL16Y J0237.8+284,149.469,-28.525,blazar,-9.974
FL16Y J0237.9+523,138.826,-6.906,unID,-11.158
FL16Y J0238.0-390,248.037,-64.810,blazar,-11.411
FL16Y J0238.2-262,217.372,-66.198,unID,-11.832
FL16Y J0238.2+153,157.400,-40.095,blazar,-11.392
FL16Y J0238.5-311,229.457,-66.327,blazar,-11.011
FL16Y J0238.6+255,151.164,-30.987,blazar,-11.841
FL16Y J0238.6+163,156.772,-39.104,blazar,-10.068
FL16Y J0238.8+663,133.329,5.900,unID,-11.502
FL16Y J0239.4+132,159.207,-41.697,blazar,-11.800
FL16Y J0239.7+041,166.854,-49.139,blazar,-11.166
FL16Y J0240.3-025,174.632,-54.396,blazar,-11.787
FL16Y J0240.5+611,135.679,1.091,other,-9.357
FL16Y J0240.5+611,135.679,1.091,other,-10.833
FL16Y J0240.6+353,146.725,-22.273,blazar,-11.910
FL16Y J0240.7-340,235.986,-65.570,blazar,-11.796
FL16Y J0240.9-050,177.635,-55.858,blazar,-11.561
FL16Y J0241.1-303,227.698,-65.796,unID,-12.000
FL16Y J0241.3+222,153.770,-33.715,unID,-11.900
FL16Y J0241.4+654,133.916,5.234,blazar,-11.026
FL16Y J0241.8-160,195.253,-62.136,blazar,-11.671
FL16Y J0242.2+521,139.618,-7.053,blazar,-11.015
FL16Y J0242.4+174,157.044,-37.729,blazar,-11.318
FL16Y J0242.4+110,161.869,-43.319,blazar,-11.032
FL16Y J0242.6-000,172.104,-51.943,other,-11.180
FL16Y J0243.0+004,171.367,-51.295,blazar,-11.788
FL16Y J0243.0-421,253.949,-62.691,unID,-12.242
FL16Y J0243.2-054,179.302,-55.926,blazar,-11.532
FL16Y J0243.3+631,135.108,3.130,unID,-11.842
FL16Y J0243.4+712,131.720,10.402,blazar,-10.979
FL16Y J0243.7+032,168.948,-49.233,blazar,-11.772
FL16Y J0244.3+171,157.780,-37.782,unID,-12.084
FL16Y J0244.5+131,160.711,-41.158,blazar,-11.472
FL16Y J0244.6-581,278.447,-53.089,blazar,-11.169
FL16Y J0244.9+475,141.859,-10.746,unID,-11.714
FL16Y J0245.1-594,280.083,-51.965,blazar,-11.827
FL16Y J0245.2-025,176.236,-53.601,blazar,-11.294
FL16Y J0245.4-450,258.647,-61.097,blazar,-11.639
FL16Y J0245.4+240,153.764,-31.810,blazar,-11.140
FL16Y J0246.0-465,261.815,-60.094,blazar,-10.723
FL16Y J0246.0-483,264.801,-59.126,unID,-11.820
FL16Y J0246.6-334,235.138,-64.385,blazar,-12.141
FL16Y J0247.9+223,155.327,-32.926,blazar,-11.667
FL16Y J0248.1-082,184.339,-56.678,unID,-12.134
FL16Y J0248.4+602,136.911,0.711,psr,-10.526
FL16Y J0248.5+422,144.892,-15.328,msp,-11.647
FL16Y J0248.6+290,151.680,-27.206,unID,-11.864
FL16Y J0248.6+513,140.806,-7.234,blazar,-11.018
FL16Y J0248.8-351,238.262,-63.723,blazar,-11.660
FL16Y J0249.1+165,159.296,-37.531,unID,-12.081
FL16Y J0249.7+450,143.919,-12.982,blazar,-12.236
FL16Y J0250.3+843,125.822,22.414,blazar,-11.277
FL16Y J0250.3-822,298.434,-33.626,blazar,-11.441
FL16Y J0250.6+171,159.435,-37.074,blazar,-11.252
FL16Y J0250.7+563,138.876,-2.618,blazar,-11.213
FL16Y J0251.0+260,153.876,-29.489,msp,-11.281
FL16Y J0251.1-183,201.912,-61.181,blazar,-11.833
FL16Y J0251.3-595,279.368,-51.299,blazar,-11.486
FL16Y J0251.4+681,133.688,7.979,unID,-11.448
FL16Y J0251.5-273,220.823,-63.390,blazar,-11.720
FL16Y J0251.7+062,168.239,-45.553,unID,-11.512
FL16Y J0252.0-365,241.648,-62.760,unID,-12.067
FL16Y J0252.8-221,209.749,-62.091,blazar,-10.477
FL16Y J0252.9+383,147.541,-18.378,blazar,-11.524
FL16Y J0253.0-505,267.114,-56.935,unID,-12.052
FL16Y J0253.2-012,176.704,-51.079,blazar,-11.488
FL16Y J0253.3-544,272.493,-54.629,blazar,-11.030
FL16Y J0253.4+321,150.923,-23.878,blazar,-11.498
FL16Y J0253.4+513,141.465,-6.861,other,-11.726
FL16Y J0253.8-751,293.204,-39.553,blazar,-11.762
FL16Y J0253.9+510,141.771,-7.285,blazar,-11.070
FL16Y J0254.2+334,150.312,-22.563,blazar,-11.955
FL16Y J0254.9+393,147.414,-17.366,blazar,-11.501
FL16Y J0255.9+053,170.227,-45.575,blazar,-11.648
FL16Y J0256.2-040,180.799,-52.390,unID,-12.002
FL16Y J0256.4+033,172.294,-46.972,blazar,-11.129
FL16Y J0257.1+335,150.745,-22.018,blazar,-11.786
FL16Y J0257.7-121,192.467,-56.888,blazar,-11.458
FL16Y J0258.2+203,159.039,-33.326,blazar,-11.590
FL16Y J0258.6-252,216.925,-61.517,blazar,-11.798
FL16Y J0258.7+704,133.099,10.464,unID,-11.556
FL16Y J0258.9+055,170.750,-44.847,blazar,-10.973
FL16Y J0258.9-474,261.275,-57.727,unID,-11.979
FL16Y J0259.3+030,173.488,-46.782,blazar,-12.003
FL16Y J0259.3+192,160.021,-34.066,blazar,-11.429
FL16Y J0259.4+074,169.116,-43.316,blazar,-10.699
FL16Y J0259.4+545,140.721,-3.502,blazar,-11.663
FL16Y J0259.5-170,200.920,-58.777,blazar,-12.037
FL16Y J0259.9+573,139.467,-1.049,unID,-11.127
FL16Y J0300.0-590,277.190,-51.072,unID,-12.012
FL16Y J0300.2-613,280.076,-49.368,unID,-12.002
FL16Y J0300.2-051,183.235,-52.353,blazar,-12.063
FL16Y J0301.0+344,151.078,-20.955,blazar,-11.491
FL16Y J0301.1-165,200.879,-58.347,blazar,-11.713
FL16Y J0301.2+254,156.297,-28.538,blazar,-11.692
FL16Y J0301.3-312,229.435,-61.461,blazar,-11.538
FL16Y J0301.3-561,273.473,-52.736,unID,-11.833
FL16Y J0301.6-715,290.013,-41.766,blazar,-10.769
FL16Y J0301.9-272,221.238,-61.087,blazar,-11.615
FL16Y J0302.4+335,151.798,-21.518,unID,-11.674
FL16Y J0302.7-791,295.753,-35.975,blazar,-11.349
FL16Y J0303.1+315,153.087,-23.203,blazar,-11.480
FL16Y J0303.3+055,171.853,-44.075,blazar,-11.764
FL16Y J0303.4-240,214.625,-60.177,blazar,-10.349
FL16Y J0303.4+671,135.162,7.651,unID,-11.642
FL16Y J0303.5-523,267.964,-54.672,blazar,-11.560
FL16Y J0303.6+471,144.993,-9.859,blazar,-10.579
FL16Y J0303.8-621,280.231,-48.695,blazar,-10.924
FL16Y J0304.2-283,223.555,-60.690,blazar,-11.755
FL16Y J0304.5-005,179.141,-48.687,blazar,-11.674
FL16Y J0304.5+682,134.749,8.586,blazar,-10.906
FL16Y J0304.6+334,152.268,-21.355,blazar,-11.417
FL16Y J0304.8+655,135.982,6.476,unID,-11.733
FL16Y J0304.8-060,185.515,-51.983,blazar,-11.573
FL16Y J0305.1-160,200.340,-57.160,blazar,-11.552
FL16Y J0305.3+594,139.102,1.084,unID,-11.279
FL16Y J0307.4+491,144.555,-7.817,blazar,-10.918
FL16Y J0307.7-041,183.937,-50.302,blazar,-11.916
FL16Y J0307.8+744,131.702,14.221,msp,-10.777
FL16Y J0308.1-285,224.328,-59.871,blazar,-11.751
FL16Y J0308.4+040,174.858,-44.503,other,-11.065
FL16Y J0309.0+102,169.179,-39.720,blazar,-10.958
FL16Y J0309.2-400,246.255,-58.777,blazar,-11.861
FL16Y J0309.7-074,188.806,-51.971,blazar,-11.425
FL16Y J0309.9-605,278.112,-48.945,blazar,-10.508
FL16Y J0310.2-694,287.259,-42.966,unID,-12.164
FL16Y J0310.6-501,263.626,-54.862,blazar,-11.428
FL16Y J0310.6-103,192.923,-53.346,blazar,-11.879
FL16Y J0310.8-345,236.472,-59.303,blazar,-11.751
FL16Y J0310.8-440,253.301,-57.355,blazar,-11.842
FL16Y J0310.9+381,150.922,-16.905,blazar,-11.230
FL16Y J0311.1+304,155.336,-23.258,blazar,-11.658
FL16Y J0311.2+685,134.981,9.405,blazar,-11.413
FL16Y J0311.5+280,156.992,-25.316,unID,-11.422
FL16Y J0311.5+413,149.207,-14.035,blazar,-11.940
FL16Y J0312.1-092,191.488,-52.362,msp,-11.247
FL16Y J0312.5-322,231.305,-59.078,blazar,-11.869
FL16Y J0312.5-222,212.323,-57.708,blazar,-11.433
FL16Y J0312.6-272,221.853,-58.745,unID,-12.482
FL16Y J0312.6-155,201.499,-55.465,unID,-12.143
FL16Y J0312.7+201,162.509,-31.584,unID,-11.981
FL16Y J0312.8+013,178.526,-45.479,blazar,-11.232
FL16Y J0312.9+361,152.407,-18.402,blazar,-11.350
FL16Y J0312.9+411,149.584,-14.121,other,-11.584
FL16Y J0313.1+022,177.655,-44.810,blazar,-11.138
FL16Y J0314.1+242,159.974,-28.076,unID,-11.786
FL16Y J0314.3+503,144.816,-6.109,unID,-11.462
FL16Y J0314.3-510,264.313,-53.972,blazar,-11.259
FL16Y J0314.4+062,174.165,-41.876,blazar,-11.401
FL16Y J0314.4-480,259.736,-55.251,unID,-11.919
FL16Y J0314.8-655,282.991,-45.344,blazar,-11.642
FL16Y J0314.9+100,170.870,-39.017,blazar,-11.527
FL16Y J0315.4-264,220.615,-58.018,blazar,-11.785
FL16Y J0315.5+252,159.594,-27.090,unID,-11.892
FL16Y J0315.6+423,149.336,-12.822,blazar,-11.838
FL16Y J0315.9-103,193.986,-52.212,blazar,-11.298
FL16Y J0316.1+483,146.143,-7.663,unID,-11.639
FL16Y J0316.2-562,271.709,-50.983,blazar,-11.988
FL16Y J0316.2+090,172.103,-39.577,blazar,-10.756
FL16Y J0316.2-260,219.572,-57.732,blazar,-11.232
FL16Y J0316.2-643,281.548,-46.032,blazar,-11.267
FL16Y J0316.6-221,212.640,-56.785,blazar,-12.107
FL16Y J0316.8+412,150.191,-13.710,other,-11.421
FL16Y J0317.0-062,188.728,-49.716,blazar,-11.715
FL16Y J0317.5-280,223.183,-57.741,blazar,-11.832
FL16Y J0317.8+201,163.628,-30.893,blazar,-12.066
FL16Y J0317.9-441,252.955,-56.078,blazar,-12.071
FL16Y J0318.2+025,178.451,-43.601,msp,-11.181
FL16Y J0318.7+284,158.000,-23.899,unID,-11.689
FL16Y J0318.7+213,162.828,-29.640,blazar,-11.008
FL16Y J0319.6-704,287.534,-41.640,blazar,-11.837
FL16Y J0319.6-495,262.075,-53.691,unID,-11.793
FL16Y J0319.8+413,150.583,-13.255,other,-9.533
FL16Y J0319.8+184,165.113,-31.694,blazar,-11.235
FL16Y J0319.9-381,242.306,-57.078,blazar,-11.698
FL16Y J0320.2+224,162.351,-28.531,unID,-11.766
FL16Y J0320.6+112,171.094,-37.129,blazar,-11.614
FL16Y J0320.8+272,159.246,-24.653,other,-11.643
FL16Y J0321.1-745,291.311,-38.576,blazar,-11.698
FL16Y J0321.3+042,177.603,-41.983,blazar,-11.639
FL16Y J0322.0+233,162.091,-27.595,blazar,-10.790
FL16Y J0322.6-371,240.167,-56.693,other,-11.218
FL16Y J0322.9+094,173.125,-37.999,blazar,-11.702
FL16Y J0323.7-132,199.462,-51.898,unID,-11.687
FL16Y J0323.7-011,184.033,-45.222,blazar,-11.168
FL16Y J0323.8+614,139.978,3.991,unID,-11.371
FL16Y J0324.1-160,203.632,-53.019,unID,-11.951
FL16Y J0324.8-204,211.022,-54.512,blazar,-11.881
FL16Y J0324.9+341,155.761,-18.704,other,-10.819
FL16Y J0325.0-241,217.002,-55.403,blazar,-12.034
FL16Y J0325.0-252,218.921,-55.640,unID,-11.960
FL16Y J0325.2+465,148.329,-8.190,blazar,-11.126
FL16Y J0325.3+333,156.237,-19.191,blazar,-11.779
FL16Y J0325.3-563,270.848,-49.836,blazar,-10.964
FL16Y J0325.6-164,204.883,-52.933,blazar,-11.016
FL16Y J0325.7+222,163.678,-27.988,blazar,-10.687
FL16Y J0325.7-184,207.905,-53.634,blazar,-11.796
FL16Y J0326.2+022,180.743,-42.417,blazar,-11.127
FL16Y J0326.7-340,234.416,-56.079,blazar,-11.823
FL16Y J0327.0-374,241.053,-55.767,blazar,-11.962
FL16Y J0327.0+625,139.599,5.233,unID,-11.532
FL16Y J0327.3+235,162.930,-26.565,unID,-11.755
FL16Y J0327.6+261,161.342,-24.657,unID,-11.725
FL16Y J0327.6-180,207.265,-53.001,blazar,-11.453
FL16Y J0327.9-220,213.542,-54.199,blazar,-11.710
FL16Y J0328.5+604,141.024,3.459,unID,-11.281
FL16Y J0328.5-473,257.483,-53.228,unID,-11.358
FL16Y J0328.8-112,197.755,-49.930,unID,-11.630
FL16Y J0328.8+533,145.102,-2.441,other,-11.203
FL16Y J0328.8-571,271.344,-49.094,blazar,-11.970
FL16Y J0329.1+351,155.898,-17.406,blazar,-11.331
FL16Y J0329.3+583,142.276,1.805,unID,-10.980
FL16Y J0330.0+503,146.887,-4.712,msp,-11.327
FL16Y J0330.6+043,179.487,-40.127,blazar,-11.346
FL16Y J0330.7+465,149.106,-7.650,blazar,-11.485
FL16Y J0330.8-240,217.251,-54.091,blazar,-11.797
